# R,G,B per-pixel gain multiplier
0.941151,1.037041,1.032223
0.941704,1.040163,1.032820
0.942613,1.042734,1.031749
0.941053,1.040793,1.037108
0.942751,1.039523,1.032634
0.942169,1.043310,1.033626
0.942200,1.043962,1.035275
0.943182,1.042366,1.037666
0.940737,1.043414,1.035698
0.942266,1.045636,1.038408
0.942278,1.045118,1.039448
0.940606,1.044182,1.038184
0.938222,1.040774,1.039928
0.938761,1.050122,1.039394
0.937558,1.047581,1.041163
0.938557,1.049658,1.039296
0.938759,1.047146,1.039150
0.938971,1.047599,1.042322
0.940852,1.047267,1.041529
0.941785,1.046732,1.044128
0.940200,1.046633,1.045605
0.939508,1.051251,1.043676
0.938185,1.054438,1.042716
0.939236,1.054665,1.045281
0.939071,1.051205,1.043409
0.940133,1.052319,1.046869
0.939814,1.055113,1.047151
0.941781,1.055404,1.048808
0.938734,1.054352,1.049275
0.939145,1.058897,1.049347
0.937121,1.056170,1.051754
0.943270,1.060410,1.053208
0.940108,1.059247,1.052960
0.941538,1.061016,1.054114
0.940806,1.061575,1.054695
0.939944,1.060441,1.057087
0.934699,1.061515,1.054976
0.938510,1.063519,1.053292
0.941419,1.060812,1.054531
0.942908,1.064081,1.055223
0.939670,1.064731,1.056263
0.939269,1.066115,1.056742
0.938959,1.066728,1.058425
0.939870,1.061505,1.059478
0.944259,1.068673,1.062537
0.943756,1.076347,1.062100
0.944106,1.075469,1.058978
0.947739,1.076939,1.063151
0.949182,1.081312,1.060967
0.948729,1.080008,1.063453
0.948853,1.079191,1.064533
0.956675,1.080711,1.066006
0.955965,1.082390,1.064186
0.956913,1.081935,1.067513
0.957138,1.082801,1.067041
0.957293,1.083321,1.064843
0.956673,1.082662,1.068809
0.956242,1.089377,1.070490
0.955101,1.088502,1.068936
0.960289,1.085154,1.070482
0.956037,1.085400,1.071232
0.955330,1.083281,1.072939
0.954364,1.083048,1.071254
0.948204,1.082206,1.074745
0.939536,1.078110,1.070388
0.942050,1.086191,1.073072
0.942206,1.085085,1.075222
0.939229,1.085942,1.077569
0.938337,1.084576,1.076916
0.943373,1.087347,1.079794
0.940076,1.089985,1.079659
0.939051,1.090183,1.082813
0.939670,1.086705,1.078787
0.943209,1.091561,1.081876
0.940921,1.089729,1.080219
0.941752,1.095341,1.082198
0.938700,1.098319,1.082572
0.941322,1.099319,1.085306
0.936473,1.101692,1.087169
0.936929,1.098460,1.087434
0.937119,1.099109,1.087766
0.936864,1.097677,1.089003
0.936931,1.098042,1.089237
0.936032,1.101190,1.093734
0.937624,1.105003,1.090547
0.938295,1.106184,1.093147
0.937424,1.103261,1.093781
0.941581,1.104461,1.095313
0.941072,1.107119,1.095057
0.940243,1.109004,1.095737
0.928890,1.104208,1.097711
0.934173,1.109958,1.100933
0.935240,1.109814,1.097248
0.938719,1.110605,1.104084
0.938556,1.110026,1.101300
0.940192,1.114142,1.101500
0.942735,1.113590,1.104576
0.945079,1.115962,1.105291
0.942092,1.115721,1.105740
0.940806,1.115700,1.106749
0.944629,1.119030,1.105313
0.944392,1.120235,1.112615
0.944234,1.126553,1.113866
0.949088,1.123350,1.115530
0.949183,1.120293,1.113874
0.952708,1.123244,1.115817
0.950261,1.127057,1.117081
0.951024,1.124729,1.115941
0.948772,1.131831,1.117415
0.955585,1.133095,1.116339
0.953368,1.133832,1.118981
0.961041,1.131335,1.122836
0.959912,1.138024,1.122209
0.966217,1.137122,1.122175
0.962595,1.139719,1.123705
0.965522,1.138836,1.128513
0.964734,1.142933,1.124029
0.966485,1.145523,1.126886
0.967051,1.144829,1.125798
0.971968,1.153242,1.124428
0.970027,1.151411,1.127204
0.974536,1.155073,1.130627
0.976318,1.157442,1.131664
0.976788,1.162612,1.132695
0.978409,1.167752,1.131338
0.980830,1.166880,1.133204
0.980643,1.167678,1.132511
0.983637,1.174998,1.133543
0.981952,1.181041,1.135268
0.986192,1.185264,1.137131
0.983746,1.187721,1.140119
0.988703,1.194630,1.143437
0.996168,1.196899,1.142700
0.999179,1.201081,1.145883
0.995965,1.204778,1.146301
0.995540,1.204578,1.148851
1.000378,1.205289,1.148710
1.002308,1.213204,1.152639
1.001051,1.212201,1.156050
1.003293,1.216973,1.156334
1.000792,1.213583,1.157303
