# R,G,B per-pixel gain multiplier
0.939520,1.029430,1.024624
0.939411,1.029540,1.026623
0.940826,1.028207,1.023424
0.941054,1.032752,1.024680
0.941348,1.034484,1.027946
0.941886,1.027753,1.029511
0.941454,1.031546,1.028913
0.943159,1.034437,1.031004
0.939520,1.034421,1.030086
0.941683,1.029969,1.031954
0.940258,1.031909,1.029470
0.942146,1.035413,1.033394
0.942608,1.034538,1.031297
0.945111,1.037249,1.030869
0.942229,1.037079,1.030650
0.947470,1.037901,1.031465
0.947090,1.035867,1.028699
0.944644,1.037599,1.033933
0.942007,1.037815,1.033216
0.942509,1.041146,1.033736
0.943432,1.043688,1.032613
0.941809,1.041453,1.038271
0.943466,1.040273,1.033424
0.942996,1.044322,1.034514
0.942980,1.044856,1.036157
0.944089,1.043117,1.038649
0.941530,1.044337,1.036677
0.943066,1.046451,1.039382
0.943091,1.045988,1.040421
0.941351,1.045088,1.039151
0.938979,1.041644,1.040874
0.939611,1.050981,1.040176
0.938322,1.048714,1.042068
0.939309,1.050556,1.040076
0.939516,1.048025,1.039915
0.939738,1.048462,1.043226
0.941666,1.047862,1.042351
0.942496,1.047529,1.045188
0.940868,1.047365,1.046484
0.940217,1.052333,1.044525
0.938964,1.055234,1.043634
0.939810,1.055592,1.046087
0.939694,1.052095,1.044414
0.940771,1.053129,1.047800
0.940537,1.055976,1.047906
0.942491,1.056120,1.049674
0.939444,1.055132,1.050158
0.939757,1.059715,1.050438
0.937730,1.057151,1.052716
0.944002,1.061215,1.054133
0.940786,1.060156,1.053994
0.942172,1.061783,1.055172
0.941427,1.062369,1.055603
0.940583,1.061346,1.058039
0.935316,1.062266,1.055812
0.939203,1.064455,1.054150
0.942171,1.061563,1.055216
0.943596,1.064762,1.056197
0.940235,1.065580,1.056996
0.939892,1.066971,1.057599
0.939509,1.067636,1.059327
0.940436,1.062263,1.060273
0.944927,1.069288,1.063510
0.944426,1.077034,1.063015
0.944718,1.076304,1.059863
0.948425,1.077764,1.064140
0.949955,1.081987,1.061845
0.949421,1.080891,1.064370
0.949508,1.080162,1.065324
0.957311,1.081429,1.066807
0.956648,1.083209,1.064979
0.957561,1.082753,1.068463
0.957858,1.083742,1.068061
0.957956,1.084237,1.065815
0.957418,1.083520,1.069768
0.957064,1.090132,1.071400
0.955814,1.089273,1.069906
0.961080,1.085952,1.071414
0.956755,1.086085,1.072082
0.956068,1.084211,1.073952
0.955027,1.083793,1.072215
0.948779,1.082886,1.075780
0.940006,1.078751,1.071379
0.942475,1.086919,1.073819
0.942537,1.085772,1.076254
0.939567,1.086510,1.078578
0.938549,1.085175,1.077988
0.943686,1.088177,1.080833
0.940440,1.090568,1.080724
0.939428,1.090876,1.083911
0.939966,1.087395,1.079734
0.943559,1.092204,1.082897
0.941220,1.090217,1.081206
0.941913,1.095969,1.083074
0.938844,1.099013,1.083486
0.941489,1.100070,1.086286
0.936654,1.102304,1.088104
0.937001,1.099097,1.088507
0.937126,1.099857,1.088660
0.936888,1.098282,1.090095
0.936950,1.098507,1.090278
0.935919,1.101604,1.094634
0.937547,1.105316,1.091454
0.938302,1.106825,1.094143
0.937485,1.103857,1.094743
0.941478,1.105001,1.096166
0.941041,1.107610,1.096006
0.940081,1.109633,1.096599
0.928550,1.104577,1.098471
0.933806,1.110414,1.101654
0.934972,1.110113,1.098041
0.938336,1.110738,1.104858
0.938074,1.110495,1.102065
0.939702,1.114388,1.102109
0.942159,1.113879,1.105120
0.944058,1.116215,1.106024
0.940469,1.115883,1.106277
0.938520,1.115927,1.107221
0.941580,1.119111,1.105804
0.940253,1.120344,1.113132
0.939255,1.126747,1.114379
0.943205,1.123523,1.116399
0.942514,1.120073,1.114547
0.945648,1.122854,1.116557
0.942901,1.126385,1.117564
0.943184,1.124100,1.116709
0.940202,1.130919,1.117991
0.945875,1.131909,1.116996
0.942120,1.132297,1.119850
0.947905,1.129342,1.123556
0.944660,1.135399,1.122872
0.948628,1.134210,1.122732
0.943177,1.136107,1.124232
0.944900,1.134267,1.129105
0.943347,1.137287,1.124611
0.943999,1.138619,1.127402
0.943114,1.136252,1.126234
0.946342,1.142735,1.124588
0.942730,1.139225,1.127432
0.945565,1.140898,1.131002
0.945884,1.141665,1.131607
0.945076,1.144968,1.132479
0.945407,1.148669,1.131047
0.946538,1.145882,1.132991
0.945301,1.144959,1.132069
0.946760,1.150549,1.132889
0.943582,1.154488,1.134467
0.946300,1.155963,1.136120
0.943113,1.155990,1.139044
0.947333,1.159894,1.142113
0.953404,1.158977,1.141174
0.955257,1.159607,1.143808
0.951665,1.160185,1.144133
0.951112,1.157857,1.146059
0.954884,1.157748,1.145194
0.956020,1.164763,1.148248
0.954155,1.163630,1.150469
0.955063,1.167756,1.149319
0.952052,1.164031,1.148886
